Geneid	SRR26327152
8547	1
388611	0
2827	81
10163	2175
27245	692
2268	1461
2537	46
199870	230
23673	445
5511	282
677774	2
9473	2035
6118	168
27293	19
55113	190
2140	122
5724	1827
22826	619
93974	109
83667	1531
54797	52
65979	566
1104	118
8420	803
6080	215
26768	222
54952	212
85028	368
692212	14
677838	15
677825	30
692073	41
115273	1
6883	76
26824	359
10691	171
105376911	2
51441	1237
4985	2
2035	2658
399474	32
6429	1229
51102	13
10076	4
101928460	0
101929406	0
4146	66
100129196	313
7805	13040
100616164	22
400748	0
9672	8
9698	3872
692234	0
692235	7
692200	8
79570	2
9410	524
51538	126
2170	20
347735	8
149086	4
284551	6
64129	15
3061	154
553115	405
1307	2
576	14
100423028	0
90853	22
8073	3460
10657	2059
55116	213
100847018	2
23633	2502
200081	385
79140	112
56063	100
55721	99
149069	62
8668	859
339483	82
84734	6
3932	1008
3065	939
65108	566
100128071	174
81629	531
55108	3857
728116	0
653121	8
339487	166
5928	1289
81493	9
57648	192
8565	1617
64766	240
252995	4
3208	0
113452	0
127544	2188
204	261
113451	99
55223	316
149076	420
127550	19
1912	1553
100500853	3
101929464	1
7579	4
114784	0
127540	0
402779	0
84970	0
693137	0
2709	3
127534	0
2707	1
2701	6
113444	559
58512	17
653160	23
100506144	39
9204	196
79830	42
6421	9250
9202	197
79932	355
23154	88
339488	89
5690	589
127703	40
63967	6
192670	498
26523	983
192669	671
27285	18
54936	362
1296	85
27095	314
55700	4504
9967	2597
79729	1774
55194	477
83931	682
84967	206
127700	72
64960	153
1441	8173
2899	2
100422898	0
728431	11
80149	5289
102465438	28
64769	311
100847010	0
79753	1113
7802	14
29889	450
284654	0
54955	200
55143	9
284656	0
149175	14
79693	262
127687	106
4520	887
3633	197
10946	1311
2275	495
51118	114
5453	0
100500801	0
339442	0
64121	394
100527950	11
26292	1
81025	0
54933	0
79647	1566
4725	226
23499	5117
643314	652
105378950	5
353500	57
728448	85
8761	1764
101929516	15
677834	15
26508	5
84618	14
51440	135
10450	231
656	87
64064	6
105378951	2
101929536	0
54802	78
4610	4
84879	513
10487	1822
5538	250
6018	3134
127391	0
10269	232
1298	54
64744	2098
65243	28
339559	4
64789	29
127396	18
9783	27
100130557	187
4802	299
407034	0
407031	3
9132	9
163732	90
1503	242
100507178	85
200172	86
22955	226
100132074	2
1907	0
59269	385
2981	0
2980	0
22887	1189
284716	0
84217	9
79717	244
728621	20
10465	230
4904	1765
149461	10
64175	221
79078	143
100129924	62
374969	124
114625	70
51058	11
339539	0
6513	1423
440584	4
105378684	12
440585	0
10969	43
102465439	0
149465	0
128218	0
149466	0
7075	3
4352	71
991	46
64834	227
102466723	0
112950	146
23334	1066
102465440	0
81888	2
5792	25
9682	641
100132774	33
6487	81
101929592	11
102464830	0
9048	4
9670	45
1802	56
533	1083
8704	17
149473	4
6536	2
128209	0
105378952	0
55929	393
79033	60
100874278	12
55182	1078
100847089	0
79639	12
339541	144
26828	34
26830	2
11004	28
6202	8010
26811	63
94161	29
94162	14
94163	10
266675	170
1263	4197
343521	528
149478	852
8643	134
8891	32
79654	273
7389	183
57643	49
400752	10
84842	79
4595	275
114034	552
10420	311
126661	47
25974	34
5052	174
10327	88
4678	410
149483	310
60313	1216
728963	47
51249	66
3652	60
23139	87
8503	19
101929626	0
10103	15
55624	83
541468	4
8438	105
10489	273
7388	186
387338	217
2166	26
729041	15
101929651	4
127343	0
100507423	11
148930	0
8569	211
148932	118
64756	60
374973	31
100130197	23
9813	1012
1580	0
163720	0
1579	0
260293	0
199974	0
284541	0
100874253	8
10158	70
6886	306
6491	75
51727	512
102724077	2
2301	0
84793	39
2306	25
388630	0
391037	0
200010	0
54558	10
84871	0
79656	62
101929721	0
100874313	0
1996	0
63950	2
11124	148
1031	74
100616189	0
102466656	0
284546	0
26994	1386
22996	49
102724097	0
2060	1017
114883	667
4898	617
100313892	1
5865	0
51060	202
112970	0
104355143	23
91408	195
9372	56
200014	806
4998	101
84950	384
23318	2025
105378722	9
2882	106
348378	94
65260	19
79699	258
440590	7
55268	331
6342	113
100616156	2
100616458	0
100616145	1
127435	2
6512	1
1376	148
54987	114
4116	135
100507564	12
7804	87
163742	0
63948	0
148979	1
105369175	0
55706	90
54432	64
1733	10
51668	24
115353	70
388633	4
9528	672
127428	75
100616315	0
200008	0
606495	24
51253	391
23648	97
619518	70
26027	7
338094	0
374977	0
100527960	0
7268	15
25973	10
55001	50
163747	5
1718	18
100126514	0
199964	0
7809	0
255738	0
23358	2888
100507634	57
100616272	0
8613	65
5563	0
199920	0
731	0
732	0
1600	0
101926890	0
115209	74
4070	30
114803	1207
3725	5559
100131060	31
101926925	3
729467	0
55277	37
100616409	0
101926944	0
51361	125
1573	0
127795	5
101926964	0
100996570	0
4774	25
645030	0
414927	10
83941	67
10207	609
100422902	0
100422946	0
54596	0
163782	6
7398	342
85440	43
27329	0
84938	12
199899	0
100996301	0
27022	0
102464823	0
29929	22
23421	25
84455	93
79469	10
5236	112
4919	4
101927034	0
148581	0
57685	21
100616338	0
55225	259
3716	6155
101927084	8
105378775	72
100500854	3
406893	0
205	14
9829	18
54741	217
3953	22
5142	1017
101927139	0
84251	0
100422871	0
200132	1
10022	0
79819	37
57708	1508
23169	284
400757	4
149233	4
3595	87
26135	998
1647	105
55970	0
100289178	1
9077	0
79971	33
100302279	0
6121	0
55635	0
101927220	0
57554	54
5301	0
55631	258
9295	3851
81573	795
11147	4
1491	12
101927244	0
5733	6
100132618	7
9406	616
406962	11
100852410	0
257194	0
100852409	0
101927295	0
127255	0
100526835	0
8790	8
51086	0
105378804	0
105378803	0
127254	0
101927320	0
1429	13
127253	83
431707	0
204962	2
34	18
1744	88
5876	869
692085	12
26805	39
26804	16
4438	37
127247	0
101927342	0
256435	8
81849	0
102466995	0
10026	20
26289	29
26009	419
23032	856
374986	432
374987	11
91624	93
8880	1302
11080	83
54810	0
149047	0
5737	0
10964	65
10561	1699
64123	0
101927412	0
23266	0
101927434	0
101927498	0
101927587	4
101927560	4
79739	7
5567	305
148418	0
391051	0
58511	0
80135	277
2787	181
100505741	31
1486	331
103695366	0
439927	0
117178	58
23566	6
255231	124
55283	2
126820	0
100616481	0
84144	83
148423	411
8915	681
646626	13
23576	1
3491	4
54680	153
255631	5
57489	235
102465842	0
9635	0
1179	0
22802	0
9629	3
105378828	15
51100	1106
9403	289
9653	20
339524	0
101927844	0
105378832	0
8543	238
100505768	6
101927891	12
5586	683
2959	486
56267	64
494115	658
2635	198
2633	205
2634	2345
388646	7
115361	2036
115362	1266
729930	0
163351	0
400759	0
23507	412
84230	841
400761	40
55144	404
105378846	34
492303	3
284695	579
343472	0
84146	2235
164045	1
8317	12
7049	243
676	0
253152	4
646817	17
284697	5
23285	4
388649	0
11146	44
79871	222
2672	568
7813	45
6125	5702
388650	349
6083	17
26782	24
22823	734
50999	1045
343099	201
100131564	293
1810	884
54874	56
100126520	0
8412	317
100129046	34
100126348	5
100189133	1
30836	997
2730	150
24	0
9411	0
5825	95
2152	36
101928079	0
100616321	0
126969	1
1266	3
105378862	3
729970	3
199857	17
101928098	4
148534	1
100527978	5
101928118	0
25950	42
440594	0
100996635	0
102723661	0
101928241	0
58155	369
1806	246
100873932	0
100873933	6
400765	1
100616452	0
406928	0
729987	0
51375	2
163404	0
100129620	0
9890	0
101928270	0
54873	0
391059	15
178	254
23443	166
64645	1632
163786	43
54482	45
127495	25
1629	100
100506007	9
8634	334
693138	2
8556	1561
54112	5
100128787	0
7412	1
2135	14
148867	901
51611	108
102606465	20
101928334	0
101928370	53
1901	2615
104355286	0
118427	0
94236	0
1301	0
101928436	0
55599	212
280	72
648740	19
279	0
276	0
277	0
278	0
100129138	0
101928476	0
55170	57
22854	1
10451	214
102465839	0
100873946	4
29957	138
148545	1
653149	0
284611	341
113802	34
55119	1135
163479	137
6814	270
254268	0
642864	0
29899	26
23155	144
22911	208
6884	94
56900	817
677766	14167
127003	19
57535	122
6301	1545
1952	83
84722	6
343263	1
6272	85
5686	313
284612	0
127002	79
284613	291
57463	167
83873	42
2773	449
406974	6
2780	10
271	1415
2948	24
2946	78
2944	31
2949	1
2947	57
79574	0
1435	1560
10768	287
85369	905
257	27
104355139	0
164153	0
388662	0
100873974	1
3749	25
440600	0
64783	1170
9122	48
10542	448
101410535	0
84432	0
643160	0
440602	0
3744	0
3737	10
3738	2228
963	1886
55791	141
128338	246
10390	272
79961	841
1117	18
149620	0
27159	0
128344	0
441897	3
5016	267
79084	257
515	415
128346	178
57413	0
140	1
100129269	1
5906	538
55924	198
100506343	6
101928718	5
11218	537
3752	19
100874295	0
100873995	0
643355	11
55917	13
100422976	0
7482	6
54879	310
829	1666
4343	1272
389	200
333926	24
284467	2
100996702	0
6566	180
246182	10
100506392	111
100996251	3
9860	385
643441	0
260425	24
10745	178
54665	1107
100287722	20
26191	231
440603	10
10717	279
64858	207
101928846	47
204851	6354
56944	5
148281	0
51592	1167
10286	320
163259	43
270	3
4893	422
7812	8956
80143	372
6847	0
7252	1
10100	12
4803	0
81839	10
845	0
4808	0
101928995	0
101928977	5
55356	95
126868	1
476	3591
84852	71
101929023	0
965	118
100616384	2
3321	17
100302117	0
388667	1
914	596
5738	19
9398	11
101929099	1
8458	198
100126331	0
80263	12
79679	3
104355292	0
10905	600
100996263	2
54855	1070
54834	114
10885	42
200162	1
6913	1
10352	71
104472716	2
101929147	46
51179	0
100874270	0
3284	0
3283	0
128102	0
644242	0
90874	14
26227	17
3158	0
83998	5
343505	0
11085	1
4853	1957
9554	361
105378954	64
728841	477
767846	18
100996724	300
101929796	119
101060684	188
100189005	9
101954277	491
653505	0
728855	59
101954264	39
100189257	3
105369199	2
100996721	0
100126488	0
101929798	0
2210	1
100996318	0
337875	0
653820	0
653464	33
100873165	1
647121	38
101929815	0
100189261	0
101954269	0
26863	150
791227	0
105369140	8
388692	0
100189142	0
100189326	0
199882	0
100189356	0
100132417	1
100996713	0
554282	2
100996712	1
101060524	0
730262	0
101954267	167
100189323	7
284565	248
100189127	0
728945	0
105371215	0
1818	0
645166	0
647135	3
728833	2
101929805	0
102724235	5
103091866	61
645142	0
101954266	251
7214	9
100288142	11
100126510	0
101060254	0
101929780	12
653519	46
5174	16
11126	15
27246	202
10623	352
200035	106
10401	236
102466191	8
148741	2
8515	28
8799	200
114814	18
9939	384
128077	315
84265	73
284615	85
10628	3225
148738	9
100189384	0
100189064	0
100188991	1
100189198	0
101954276	75
101928979	0
100132406	54
388677	70
170688	0
105371242	4
102724558	0
100288805	1
105373468	91
149013	395
728989	9
100189334	0
101447996	29
644861	0
5565	72
171423	625
2330	36
9557	161
100289211	0
607	474
51205	34
2702	0
2703	0
51463	84
100034743	3
100189140	0
26864	90
100189193	0
200030	157
101927468	0
100189056	9
100189307	0
100189174	1
100188998	0
100847044	15
101954273	0
102466225	7
26860	3
100132057	58
101954272	10
388685	130
644591	0
25832	117
100996763	46
440672	0
9659	596
400818	158
653513	29
100996761	0
101060226	252
653598	0
57234	56
644634	0
100189228	0
102723955	0
100189059	0
440689	111
2209	2
101927767	2
653604	51
8370	14
105371405	0
126961	0
8337	1
337873	10
723790	18
333932	1
554313	0
8349	608
8338	1356
317772	183
51027	27
9900	109
10262	442
10903	40
56957	87
105373477	2
11311	17
51177	1666
81611	319
23632	290
51107	846
79630	11
148523	21
54460	242
9129	802
23248	1371
80222	133
102465529	0
1893	11
100874054	1
54507	177
105371437	13
100422997	0
574406	76
4170	10368
2029	1233
55204	21
84072	4
1520	1052
1513	117
405	383
9869	811
29956	609
8416	230
55793	760
58497	264
149428	89
54964	107
56882	4295
10962	80
126626	83
10500	23
100534012	1
79626	13
388695	24
79005	27
29765	26
6944	50
8394	796
5710	248
57592	2519
5298	1968
5993	885
8991	1
5692	1187
23126	1510
57530	6
7286	188
693139	2
81609	217
11189	2
284485	0
65005	501
51686	12
11022	9
339398	15
6097	180
100191040	20
100132111	12
284486	25
117145	128
6281	465
441908	2
6282	382
100131107	0
126637	0
7062	1
126638	0
388697	0
2312	0
339400	0
388698	0
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	0
101928009	0
149018	0
574414	0
4014	0
114771	0
57115	2
6280	2945
6283	229
6279	1445
338324	0
645922	0
6278	0
6277	939
6276	25
6275	527
101928034	0
6274	1
6273	2
140576	0
57402	0
6284	16
6271	3
26097	807
23557	46
3608	1339
100189015	5
4881	1
102466879	0
65123	0
11000	0
343052	0
105371448	0
57459	178
9909	1201
200186	2954
27173	264
102465441	0
148327	110
10899	870
5872	18
6232	1255
91181	156
100847024	0
7170	2345
100126346	0
388701	14
25912	892
9898	2795
10456	211
89872	8
57198	726
3570	547
126669	5
126668	0
55585	946
100874097	26
1141	180
103	8780
3782	1
10654	81
57326	2176
90780	520
101928120	16
6464	1139
1163	2
100423020	2
80308	319
55891	23
51043	639
127579	52
149095	30
100505666	15
8751	299
1945	21
1944	2
1942	109
55974	121
54344	38
200185	77
80128	34
4582	30
693235	0
7059	208
4580	142
2630	7
2629	6
10712	0
10067	0
1196	0
57657	0
5313	0
2224	207
284618	8
23623	94
55870	1916
693140	0
645682	18
645676	157
55154	124
55249	2538
7818	609
100129405	92
54856	1054
23208	582
6016	1896
22889	534
677823	17
677771	18
339403	155
9181	3145
102465442	0
105371729	11
6746	1304
56893	120
28956	28
57111	7
92312	3
4000	4624
64218	240
9673	826
11243	131
100527963	0
632	2
79957	145
23381	1443
84283	30
112770	47
391104	1
7203	313
128229	3
57127	0
10485	27
407046	0
4209	4848
128239	19
164118	34
128240	105
54865	99
101928177	0
60484	6
63827	3
10763	3
1382	148
81875	633
51093	123
79590	15
3068	1251
5546	846
9047	206
4914	33
3645	15
375033	100
149499	1
9826	171
768220	0
440695	0
2117	2982
360155	23
83416	5
83417	0
115352	21
79368	11
115350	28
922	0
55243	0
646268	0
912	42
909	0
911	8
910	0
913	2
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	1
128372	0
81442	0
4332	107
149628	148
3428	726
9447	38
100189166	0
57863	1
100131825	0
2532	0
2205	69
441911	1
26476	0
127385	0
325	0
1401	0
54935	19
343413	21
56833	4
284677	3
391123	18
25790	259
100422852	6
8407	3987
57549	165
89886	9
100505633	0
93183	22
3766	4
3765	113
93185	242
477	0
480	8
844	74
729867	135
8682	486
50717	1672
5824	384
4807	7
1314	2660
474338	129
23385	432
57216	0
114836	46
8832	307
6504	381
962	1841
57823	146
4063	1250
51744	285
55600	9
101928372	2
142683	0
50848	637
100131187	81
7391	1070
257106	1375
81607	87
126823	12
5202	192
4817	198
9191	500
51506	308
27005	381
5498	55
8703	267
9507	3
4720	441
2207	152
336	69
84134	235
100847090	7
9970	67
654790	3
4359	66
6391	84
257177	41
100189373	6
100189407	2
100189402	0
100188997	1
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	256
100189380	0
3310	32
100189018	0
100189011	63
100189126	3
2214	42
9103	10
3311	20
100189003	1
2215	150
2213	11
641311	58
84824	2
127943	3
11266	94
102724329	3
22926	1136
25903	3
9722	1
100616386	0
693141	0
284680	1
400793	0
117157	5
127933	1772
6675	390
4921	48
51478	42
339512	0
5999	0
8490	15
101928404	0
83540	0
100422212	0
5087	61
100505795	0
4009	0
6258	5
400794	0
440699	0
4259	37
223	194
440700	25
54499	258
100147773	6
7371	22
100500832	0
149297	0
100126349	0
116123	0
57645	361
117143	241
387597	8
84944	0
10223	25
92235	0
101928484	0
5451	408
919	1959
8804	579
92241	371
100189211	1
100189019	0
9019	39
55811	41
25874	353
55827	151
100313835	0
23432	6
261726	193
375035	430
84832	135
9095	1
693142	0
100505918	5
101928565	0
6846	0
6375	2
1805	0
79100	0
101978719	0
101928596	2
481	51
29922	4
8548	165
57821	11
10560	20
2153	51
6403	116
6402	170
6401	4
92342	32
55732	22
57147	126
22920	211
149281	0
100423010	0
100422839	0
284688	0
101928650	0
92344	326
5396	0
80133	0
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	2
7151	1
23215	17990
4653	0
8674	127
51603	77
26052	120
100874284	0
100628315	1
406996	0
100422882	0
406977	0
102724541	1
92346	2
5279	189
51430	1231
356	14
8995	0
7292	47
100506023	106
101928673	30
9588	677
284525	3
730159	0
339416	2
27252	505
91687	157
55157	251
100506046	56
60674	793
26769	4
26802	5
26774	31
26770	6
692198	5
26806	6
692197	3
692196	11
692195	11
619498	73
84614	208
462	2
149041	2328
102724601	4
9910	926
9293	5
101928696	11
27101	336
63931	97
63923	0
9674	523
7143	6
101928727	0
101928751	0
64326	659
677679	5
60676	0
460	0
574441	0
57795	0
102724661	0
101928778	0
89866	2
730102	5
100302401	0
9462	4
400797	0
84066	0
105373472	0
400798	0
100616328	0
55103	73
9068	3
9917	241
64222	801
27	295
6646	774
126859	17
7827	0
163589	0
148753	1
163590	1434
26092	2031
9857	2370
5768	634
200058	129
89884	22
100527964	32
84320	156
100423032	0
148756	0
9213	443
57710	1
10228	214
3140	524
51278	4176
101928973	3
100287948	0
777	20
127665	0
400799	0
2752	3688
127670	12
388719	0
353299	2
6041	41
6004	112
284648	23
85397	0
80896	73
1660	4699
81626	0
3915	15
3918	0
23057	0
284649	25
9887	1536
4688	2026
10092	201
23179	16
403314	19
23127	11
116461	51
102724846	0
81563	12
80267	441
116496	862
101929069	0
6045	89
81627	59
54823	101
10625	1522
100288079	3
101929093	0
83872	6
10216	2
7175	1639
54953	302
10896	22
102724919	1
5132	3
5743	388
103752588	6
5321	12
104169671	2
101929766	0
339479	0
101929120	0
440704	0
64407	827
431704	0
5996	556
6003	4
100616345	311
5997	897
102724954	9
51377	150
6738	531
51022	10
79577	721
100302163	3
8707	43
101929184	7
343450	0
100616363	0
3075	20
10878	2
3078	0
10877	0
3080	0
81494	0
2165	0
259266	14
360023	126
23418	0
163486	422
388722	0
56956	0
140609	159
127124	0
5788	2784
100131234	14
406955	2
406995	0
102800316	0
104266961	0
400800	0
2494	0
554279	5
23528	900
9928	7
83479	307
101929224	5
23271	128
2848	4
55765	49
23046	3679
779	0
647219	26
252839	108
91156	0
5317	0
7139	0
3898	4
7135	0
23612	7
1465	107
376693	13
89796	115
100873949	8
100847050	0
100302158	0
55705	433
102466724	4
149345	0
25802	1
10440	214
6051	591
102465443	4
1999	162
9283	83
127829	1720
5778	3653
148713	19
59352	11
29089	4
4660	232
127833	18
10765	1733
100506696	9
641515	1
148709	13
5877	110
59349	213
51094	1754
51706	337
100506747	9
92703	1120
8497	51
4656	0
134	3
4608	11
1116	219
1118	12
100506775	25
730227	75
7832	4206
2331	2
5549	0
26254	2
493	390
677843	7
84719	9
54900	470
9877	2785
100381270	1193
6635	121
284573	0
9580	26
55224	116
101929441	1
5972	1
3814	2
127845	2
22874	33
127841	12
84919	10122
5287	2031
100189122	17
100189425	0
4194	4231
10446	29
23114	15
6900	15
388730	18
5929	396
25778	965
9911	57
81788	567
55220	2
284576	0
93273	0
101669762	0
105371697	0
442891	0
100189098	0
5129	18
284578	0
148808	140
2005	1391
85414	201
64710	2672
8934	246
254428	595
148811	7
284581	0
115019	0
103021296	0
103021295	0
338382	0
1510	0
440712	26
553	2
729533	3
23380	62
9641	158
102466202	0
83593	5020
1939	653
8444	16
9261	4480
3586	18
29949	2
50604	6
11009	376
9214	741
5284	2
83953	0
79098	133
5208	189
55432	550
725	5
722	0
1604	1680
1380	6
1378	242
1379	3
4179	663
407026	21
407025	3
148696	653
947	7
105372883	0
5362	60
642587	0
406988	0
57172	169
3914	796
100422894	1
50486	1087
3290	2
80342	1070
148304	37
3664	27
27042	135
255928	0
574036	0
56256	0
105373474	0
55733	16
3756	2
55758	599
7188	204
84791	6
343035	0
7779	74
4751	4
9926	280
102723727	2
25896	11
51514	8
100131205	18
100422947	0
101929541	3
5525	1034
692157	1
55248	46
29937	117
101929565	0
467	348
149647	36
55509	7
25936	261
128387	68
149643	0
642946	5
28982	75
79805	27
90806	590
26750	67
100505832	0
100861504	0
5629	2
105372911	0
56950	49
5784	2
1063	26
3776	0
101929612	0
51133	9
7399	0
102723833	0
2104	0
55105	54
128153	0
103752555	0
100885798	0
101929631	0
51018	103
728463	0
7042	10
103611157	0
643723	13
127018	108
102723886	0
55532	0
2058	1338
10380	12
55699	345
406997	4
406969	0
25782	782
100302234	0
677818	0
6791	97
4139	4
79762	17
54996	7
64757	18
101929730	0
100873924	0
105373280	10
3142	42
400804	0
11221	869
101929771	2
100189378	0
79802	2
9015	53
100506161	7
375056	3102
64853	175
148362	778
400823	4
84976	22
7100	31
55061	33
164127	0
388743	5
824	1697
7159	3760
105369195	16
441124	29
23219	384
8560	435
101927143	0
101927164	2
4931	216
100313769	2
29097	143
80232	5824
100616468	7
149111	13
127602	24
3930	1001
55740	3
6726	272
2052	116
9725	997
10637	8
29920	302
102466270	0
7044	0
163859	989
3020	233
64746	860
83881	0
286826	15
142	618
375057	23
3707	6345
100506443	118
5664	18
56997	799
105379282	104
8476	17
339500	31
100130093	53
65094	123
116841	124
105373289	4
339501	0
7483	0
100847072	0
101060022	1
89780	7
100506571	61
375	4769
100500810	2
79169	299
128308	328
2987	1373
57165	75
574432	27
200205	247
574407	20
84033	1623
101927401	5
81559	1817
102465444	5
51127	115
8290	4
92815	207
128312	212
100616308	0
149603	672
100129094	13
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	21
574029	1
100169768	0
105373132	1
5867	114
10638	0
126731	521
58	7
55746	932
101927478	8
23456	114
27097	283
9816	230
101927532	0
2590	107
79605	0
101927553	0
22796	336
183	0
10753	1
84886	81
101927604	0
79573	70
64801	16
375061	9
100302132	0
440730	31
149373	0
128061	94
8443	385
149371	832
83932	447
54583	647
645339	0
